ID,Purpose,Genre,Sub-genre,Subject,Themes/Uses,Keywords,Collection,Physical type,Title,Sub-title,Translated-title,PALM code,Related (same),Related (omnibus),Related (support),Related (translated),Year,Author,Author2,Author3,Other creator,Other creator ROLE,Other creator2,Other creator2 ROLE,Illustrator,Illustrator2,Illustrator3,Illustrator4,Illustrator5,Publisher,Contributor / Project / Partner,Pages,Language 1,ISO (Language 1),Language 2,ISO (Language 2),Island,State,Learner level,VLA standard,VLA benchmark,TOC,Notes related to the issue.,Notes related to version.,Notes related to content.,DESCRIPTION,ABSTRACT,UPLOADED,DIGITAL SOURCE (WHERE IS THE PDF FROM),DOCUMENT FILENAME,THUMBNAIL FILENAME,Name match check,ALTERNATIVE DOCUMENT FILENAME,ALTERNATIVE THUMBNAIL FILENAME,ALTERNATIVE DIGITAL SOURCE (WHERE IS THE PDF FROM),Coupled audio,Coupled video,CONTACT,Library link UH,Library link UH alt.,Library link COM-FSM,Library link COM-FSM alt.,Library link MARC,Library link MARC alt.,Library link MICSEM,Library link MICSEM alt.,Library link 5,Library link 5 alt.,OLLC number,ISBN number,Temporary
P165-a,Literacy development,Narrative readers,Proficient and critical readers,Folk tales (Asian),,,Pacific Area Language Materials (PALM),Narrative reader,Kohsang tiger kolahng rehn likan,(trial version),[Story of tiger and a snake],unknown,P165,,,*TRUE if Translated-title identical*,1978,,,,"Ehsa, Hanover I.",adapted by,,,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,9,Pohnpeian,pon,,,Pohnpei,Pohnpei State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Pohnpeian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Bruce E. Robery. DSLR-based scanning conducted by Danko Taboroši in Pohnpei from 2015 to 2019.",PALM - Printed [Trial version] - POHNPEIAN - Kohsang Tiger Kolahng Rehn Likan,PALM - Printed [Trial version] - POHNPEIAN - Kohsang Tiger Kolahng Rehn Likan,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9918580884605682,,,,,,,,,,,,
P165-d,Literacy development,Narrative readers,Proficient and critical readers,Folk tales (Asian),,,PALM CD,Narrative reader,Kohsang tiger kolahng rehn likan,(CD-ROM version),[Story of tiger and a snake],unknown,P165,,,*TRUE if Translated-title identical*,1999,,,,"Ehsa, Hanover I.",adapted by,,,"Fukuhara, Shirley",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Pohnpeian,pon,,,Pohnpei,Pohnpei State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Pohnpeian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Pohnpeian - Kohsang tiger kolahng rehn likan,PALM CD - Pohnpeian - Kohsang tiger kolahng rehn likan,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P166-a,Literacy development,Topic readers,Developing and fluent readers,Living things and environment,,,Pacific Area Language Materials (PALM),Topic reader,Kom etuh lah kwacwen loat uh  ,(trial version),[Dolphins],KNT4,P166,,,*TRUE if Translated-title identical*,1983,"Cheipot, Chirano",,,"Talley, Noah",translated by,,,"Gué, Linda",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,14,Kosraean,kos,,,Kosrae,Kosrae State,,,,,This title is not included on the PALM CD-ROM (1999).,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,PALM - Printed [Trial version] - KOSRAEAN - Kom etuh lah kwacwen loat uh KNT 4,PALM - Printed [Trial version] - KOSRAEAN - Kom etuh lah kwacwen loat uh KNT 4,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995473264605682,,,,,,,,,,,,
P167-a,Literacy development,Narrative readers,Developing and fluent readers,Animal stories,,,Pacific Area Language Materials (PALM),Narrative reader,Kosro ac kihsrihk,(trial version),[Dog and cat],KBEP3,P167,,,*TRUE if Translated-title identical*,1979,"Jackson, Robert",,,,,,,"Nakamura, Deby",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,13,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998593284605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150656,,,,,,,,,,Pac.PL6252.K86K67 1979
P167-c,Literacy development,Narrative readers,Developing and fluent readers,Animal stories,,,Pacific Area Language Materials (PALM),Narrative reader,Kosro ac kihsrihk,,[Dog and cat],KBEP3,P167,,,*TRUE if Translated-title identical*,1980,"Jackson, Robert",,,,,,,"Nakamura, Deby",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,13,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,PALM - Printed - KOSRAEAN - Kosro ac kihsrihk KBEP3,PALM - Printed - KOSRAEAN - Kosro ac kihsrihk KBEP3,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995473404605682,,,,,,,,,,,,
P167-d,Literacy development,Narrative readers,Developing and fluent readers,Animal stories,,,PALM CD,Narrative reader,Kosro ac kihsrihk,(CD-ROM version),[Dog and cat],KBEP3,P167,,,*TRUE if Translated-title identical*,1999,"Jackson, Robert",,,,,,,"Nakamura, Deby",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Kosraean - Kosro ac kihsrihk,PALM CD - Kosraean - Kosro ac kihsrihk,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P168-a,Literacy development,Narrative readers,Developing and fluent readers,Fables (Western),,,Pacific Area Language Materials (PALM),Narrative reader,Kosro soko ac nacni srihsrihk itkohsr,(trial version),[A wolf and seven kids],KEA6,P168,,,*TRUE if Translated-title identical*,1978,,,,"Asher, Elmer",retold by,,,"Goodenow, Joy L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,10,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in September 2025.",PALM - Printed [Trial version] - KOSRAEAN - Kosro Soko Ac Nacni Srihsihk Itkohsr,PALM - Printed [Trial version] - KOSRAEAN - Kosro Soko Ac Nacni Srihsihk Itkohsr,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9947104254605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150677,,,,,,,,,,Pac.PL6252.K86A2 1978 v.1
P168-c,Literacy development,Narrative readers,Developing and fluent readers,Fables (Western),,,Pacific Area Language Materials (PALM),Narrative reader,Kosro soko ac nacni srihsrihk itkohsr,,[A wolf and seven kids],KEA6,P168,,,*TRUE if Translated-title identical*,1983,,,,"Asher, Elmer",retold by,,,"Goodenow, Joy L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,10,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,PALM - Printed - KOSRAEAN - Kosro soko ac nacni srihsrihk itkohsr KEA 6,PALM - Printed - KOSRAEAN - Kosro soko ac nacni srihsrihk itkohsr KEA 6,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995434674605682,,,,,,,,,,,,
P168-d,Literacy development,Narrative readers,Developing and fluent readers,Fables (Western),,,PALM CD,Narrative reader,Kosro soko ac nacni srihsrihk itkohsr,(CD-ROM version),[A wolf and seven kids],KEA6,P168,,,*TRUE if Translated-title identical*,1999,,,,"Asher, Elmer",retold by,,,"Goodenow, Joy L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Kosraean - Kosro soko ac nacni srihsrihk itkohsr,PALM CD - Kosraean - Kosro soko ac nacni srihsrihk itkohsr,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P169-a,Literacy development,Narrative readers,Developing and fluent readers,Everyday stories,,,Pacific Area Language Materials (PALM),Narrative reader,Kuh Noa el kuh in kahskahs,(trial version),[Learning to talk—Little Noa],unknown,P169,,,*TRUE if Translated-title identical*,1978,"Asher, Elmer",,,"Tolenoa, Alister",edited by,,,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,4,Kosraean,kos,,,Kosrae,Kosrae State,,,,,,"""Trial version"" stamped on covers.","Adapted from ""Funny Noa"" by permission of Reed Publishing Co.","This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998825414605682,,,,,,,,,,,,
P169-d,Literacy development,Narrative readers,Developing and fluent readers,Everyday stories,,,PALM CD,Narrative reader,Kuh Noa el kuh in kahskahs,(CD-ROM version),[Learning to talk—Little Noa],unknown,P169,,,*TRUE if Translated-title identical*,1999,"Asher, Elmer",,,"Tolenoa, Alister",edited by,,,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Kosraean,kos,,,Kosrae,Kosrae State,,,,,,,"Adapted from ""Funny Noa"" by permission of Reed Publishing Co.","This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Kosraean - Kuh Noa el kuh in kahskahs,PALM CD - Kosraean - Kuh Noa el kuh in kahskahs,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P170-c,Supplementary / Enrichment,Content readers,Science,Health and nutrition,,,Pacific Area Language Materials (PALM),Content reader,Kuht ac oruh fuhkah kuht in tiac mas—Oasr germ ke fwacfohn uh,,[How do we keep ourselves healthy?],KHL3,P170,,KSCI,*TRUE if Translated-title identical*,1982,"Cheipot, Chirano","Rosario, Marcus",,"Saimon, Josaiah",translated by,,,Wren,,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,49,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,"PALM - Printed - KOSRAEAN - Kuht ac oruh fuhkah kuht in tiac mas oasr germ ke fwacfohn uh, KHL3","PALM - Printed - KOSRAEAN - Kuht ac oruh fuhkah kuht in tiac mas oasr germ ke fwacfohn uh, KHL3",TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995932234605682,,,,,,,,,,,,
P170-d,Supplementary / Enrichment,Content readers,Science,Health and nutrition,,,PALM CD,Content reader,Kuht ac oruh fuhkah kuht in tiac mas—Oasr germ ke fwacfohn uh,(CD-ROM version),[How do we keep ourselves healthy?],KHL3,P170,,KSCI,*TRUE if Translated-title identical*,1999,"Cheipot, Chirano","Rosario, Marcus",,"Saimon, Josaiah",translated by,,,Wren,,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Kosraean - Kuht ac oruh fuhkah kuht in tiac mas—Oasr germ ke fwacfohn uh,PALM CD - Kosraean - Kuht ac oruh fuhkah kuht in tiac mas—Oasr germ ke fwacfohn uh,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P171-a,Literacy development,Topic readers,Proficient and critical readers,Collected stories,,,Pacific Area Language Materials (PALM),Topic reader,Kuht luhngse etuh,(trial version),[We like to learn],KEG4,P171,,,*TRUE if Translated-title identical*,1979,"Good, Elaine",,,,,,,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,36,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in September 2025.",PALM - Printed [Trial version] - KOSRAEAN - Kuht Luhngse Etuh (KEG4),PALM - Printed [Trial version] - KOSRAEAN - Kuht Luhngse Etuh (KEG4),TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998593284605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150656,,,,,,,,,,Pac.PL6252.K86K67 1979
P171-d,Literacy development,Topic readers,Proficient and critical readers,Collected stories,,,PALM CD,Topic reader,Kuht luhngse etuh,(CD-ROM version),[We like to learn],KEG4,P171,,,*TRUE if Translated-title identical*,1999,"Good, Elaine",,,,,,,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Kosraean - Kuht luhngse etuh,PALM CD - Kosraean - Kuht luhngse etuh,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P172-a,Literacy development,Narrative readers,Developing and fluent readers,Health and nutrition,,,Pacific Area Language Materials (PALM),Narrative reader,Kuht luhngse sukok,(trial version),[We like to hide and seek],KWT2,P172,,,*TRUE if Translated-title identical*,1979,"Shrew, Palikun",,,,,,,"Woo, Eric",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,8,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in September 2025.",PALM - Printed [Trial version] - KOSRAEAN - Kuht Luhngse Sukok (KWT2),PALM - Printed [Trial version] - KOSRAEAN - Kuht Luhngse Sukok (KWT2),TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998593254605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150681,,,,,,,,,,Pac.PL6252.K86K55 1979 v.2
P172-d,Literacy development,Narrative readers,Developing and fluent readers,Health and nutrition,,,PALM CD,Narrative reader,Kuht luhngse sukok,(CD-ROM version),[We like to hide and seek],KWT2,P172,,,*TRUE if Translated-title identical*,1999,"Shrew, Palikun",,,,,,,"Woo, Eric",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Kosraean - Kuht luhngse sukok,PALM CD - Kosraean - Kuht luhngse sukok,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P173-a,Literacy development,Narrative readers,Developing and fluent readers,Health and nutrition,,,Pacific Area Language Materials (PALM),Narrative reader,Kuht orekma mongo,(trial version),[We are cooking],KAG28,P173,,,*TRUE if Translated-title identical*,1978,"Asher, Elmer",,,,,,,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,5,Kosraean,kos,,,Kosrae,Kosrae State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Kosraean and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in September 2025.",PALM - Printed [Trial version] - KOSRAEAN - Kuht Orekma Mongo (KAG28).pdf,PALM - Printed [Trial version] - KOSRAEAN - Kuht Orekma Mongo (KAG28).pdf,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9947104344605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150677,,,,,,,,,,Pac.PL6252.K86A2 1978 v.1
